# ID_Station Day Hour Value
7015 "2020-01-11" 04 5.100000
7015 "2020-01-12" 04 5.600000
7015 "2020-01-13" 04 4.900000
7015 "2020-01-14" 04 9.300000
7015 "2020-01-15" 04 9.800000


7015 "2020-01-01" 07 0.600000
7015 "2020-01-02" 07 2.400000
7015 "2020-01-03" 07 8.600000
7015 "2020-01-04" 07 1.900000
7015 "2020-01-05" 07 5.400000
7015 "2020-01-06" 07 4.700000
7015 "2020-01-07" 07 3.600000
7015 "2020-01-08" 07 11.600000
7015 "2020-01-09" 07 11.900000
7015 "2020-01-10" 07 7.900000
7015 "2020-01-11" 07 4.400000
7015 "2020-01-12" 07 4.900000
7015 "2020-01-13" 07 5.600000
7015 "2020-01-14" 07 10.300000
7015 "2020-01-15" 07 9.500000


7015 "2020-01-01" 10 0.700000
7015 "2020-01-02" 10 2.900000
7015 "2020-01-03" 10 10.000000
7015 "2020-01-04" 10 2.900000
7015 "2020-01-05" 10 5.900000
7015 "2020-01-06" 10 2.800000
7015 "2020-01-07" 10 6.300000
7015 "2020-01-08" 10 11.800000
7015 "2020-01-09" 10 12.100000
7015 "2020-01-10" 10 7.000000
7015 "2020-01-11" 10 4.700000
7015 "2020-01-12" 10 6.600000
7015 "2020-01-13" 10 6.900000
7015 "2020-01-14" 10 9.100000
7015 "2020-01-15" 10 9.800000


7015 "2020-01-01" 13 1.400000
7015 "2020-01-02" 13 4.200000
7015 "2020-01-03" 13 10.000000
7015 "2020-01-04" 13 8.300000
7015 "2020-01-05" 13 7.200000
7015 "2020-01-06" 13 6.400000
7015 "2020-01-07" 13 7.800000
7015 "2020-01-08" 13 12.000000
7015 "2020-01-09" 13 12.800000
7015 "2020-01-10" 13 7.000000
7015 "2020-01-11" 13 6.900000
7015 "2020-01-12" 13 8.400000
7015 "2020-01-13" 13 7.800000
7015 "2020-01-14" 13 10.800000
7015 "2020-01-15" 13 10.400000


7015 "2020-01-01" 16 1.800000
7015 "2020-01-02" 16 5.700000
7015 "2020-01-03" 16 9.100000
7015 "2020-01-04" 16 7.700000
7015 "2020-01-05" 16 7.500000
7015 "2020-01-06" 16 6.900000
7015 "2020-01-07" 16 8.800000
7015 "2020-01-08" 16 11.700000
7015 "2020-01-09" 16 12.500000
7015 "2020-01-10" 16 7.300000
7015 "2020-01-11" 16 7.700000
7015 "2020-01-12" 16 10.900000
7015 "2020-01-13" 16 8.400000
7015 "2020-01-14" 16 11.400000
7015 "2020-01-15" 16 9.400000


7015 "2020-01-01" 19 2.300000
7015 "2020-01-02" 19 7.100000
7015 "2020-01-03" 19 7.400000
7015 "2020-01-04" 19 5.900000
7015 "2020-01-05" 19 6.700000
7015 "2020-01-06" 19 4.600000
7015 "2020-01-07" 19 7.100000
7015 "2020-01-08" 19 11.200000
7015 "2020-01-09" 19 12.000000
7015 "2020-01-10" 19 6.600000
7015 "2020-01-11" 19 6.900000
7015 "2020-01-12" 19 9.500000
7015 "2020-01-13" 19 9.400000
7015 "2020-01-14" 19 11.500000
7015 "2020-01-15" 19 6.400000


7015 "2020-01-01" 22 2.000000
7015 "2020-01-02" 22 8.200000
7015 "2020-01-03" 22 5.700000
7015 "2020-01-04" 22 6.000000
7015 "2020-01-05" 22 6.500000
7015 "2020-01-06" 22 5.400000
7015 "2020-01-07" 22 8.000000
7015 "2020-01-08" 22 11.100000
7015 "2020-01-09" 22 11.200000
7015 "2020-01-10" 22 5.100000
7015 "2020-01-11" 22 5.600000
7015 "2020-01-12" 22 6.700000
7015 "2020-01-13" 22 10.000000
7015 "2020-01-14" 22 10.900000
7015 "2020-01-15" 22 5.000000


7020 "2020-01-01" 01 7.400000
7020 "2020-01-02" 01 8.100000
7020 "2020-01-03" 01 10.800000
7020 "2020-01-04" 01 8.700000
7020 "2020-01-05" 01 9.200000
7020 "2020-01-06" 01 7.400000
7020 "2020-01-07" 01 10.600000
7020 "2020-01-08" 01 11.800000
7020 "2020-01-09" 01 11.800000
7020 "2020-01-10" 01 9.100000
7020 "2020-01-11" 01 9.500000
7020 "2020-01-12" 01 10.200000
7020 "2020-01-13" 01 9.900000
7020 "2020-01-14" 01 9.100000
7020 "2020-01-15" 01 12.800000


7020 "2020-01-01" 04 6.900000
7020 "2020-01-02" 04 8.100000
7020 "2020-01-03" 04 11.200000
7020 "2020-01-04" 04 9.000000
7020 "2020-01-05" 04 8.700000
7020 "2020-01-06" 04 7.000000
7020 "2020-01-07" 04 10.600000
7020 "2020-01-08" 04 11.600000
7020 "2020-01-09" 04 12.000000
7020 "2020-01-10" 04 8.800000
7020 "2020-01-11" 04 9.500000
7020 "2020-01-12" 04 10.700000
7020 "2020-01-13" 04 9.400000
7020 "2020-01-14" 04 10.700000


7020 "2020-01-01" 07 6.700000
7020 "2020-01-02" 07 9.200000
7020 "2020-01-03" 07 11.100000
7020 "2020-01-04" 07 9.200000
7020 "2020-01-05" 07 9.400000
7020 "2020-01-06" 07 5.600000
7020 "2020-01-07" 07 10.300000
7020 "2020-01-08" 07 11.500000
7020 "2020-01-09" 07 12.100000
7020 "2020-01-10" 07 8.600000
7020 "2020-01-11" 07 9.700000
7020 "2020-01-12" 07 10.800000
7020 "2020-01-13" 07 9.300000
7020 "2020-01-14" 07 10.800000


7020 "2020-01-01" 10 7.300000
7020 "2020-01-02" 10 10.400000
7020 "2020-01-03" 10 11.000000
7020 "2020-01-04" 10 9.900000
7020 "2020-01-05" 10 9.600000
7020 "2020-01-06" 10 7.000000
7020 "2020-01-07" 10 9.700000
7020 "2020-01-08" 10 11.300000
7020 "2020-01-09" 10 11.700000
7020 "2020-01-10" 10 8.900000
7020 "2020-01-11" 10 10.100000
7020 "2020-01-12" 10 11.200000
7020 "2020-01-13" 10 8.800000
7020 "2020-01-14" 10 10.800000
7020 "2020-01-15" 10 8.000000


7020 "2020-01-01" 13 8.400000
7020 "2020-01-02" 13 10.600000
7020 "2020-01-03" 13 9.800000
7020 "2020-01-04" 13 10.300000
7020 "2020-01-05" 13 9.300000
7020 "2020-01-06" 13 7.400000
7020 "2020-01-07" 13 10.600000
7020 "2020-01-08" 13 11.300000
7020 "2020-01-09" 13 12.200000
7020 "2020-01-10" 13 9.200000
7020 "2020-01-11" 13 10.000000
7020 "2020-01-12" 13 11.400000
7020 "2020-01-13" 13 9.900000
7020 "2020-01-14" 13 12.700000
7020 "2020-01-15" 13 9.800000


7020 "2020-01-01" 16 8.500000
7020 "2020-01-02" 16 10.600000
7020 "2020-01-03" 16 9.500000
7020 "2020-01-04" 16 9.600000
7020 "2020-01-05" 16 8.700000
7020 "2020-01-06" 16 8.500000
7020 "2020-01-07" 16 11.400000
7020 "2020-01-08" 16 11.000000
7020 "2020-01-09" 16 11.600000
7020 "2020-01-10" 16 8.700000
7020 "2020-01-11" 16 10.600000
7020 "2020-01-12" 16 11.000000
7020 "2020-01-13" 16 11.100000
7020 "2020-01-14" 16 13.000000
7020 "2020-01-15" 16 10.800000


7020 "2020-01-01" 19 8.400000
7020 "2020-01-02" 19 10.800000
7020 "2020-01-03" 19 9.300000
7020 "2020-01-04" 19 9.400000
7020 "2020-01-05" 19 8.300000
7020 "2020-01-06" 19 11.200000
7020 "2020-01-07" 19 12.200000
7020 "2020-01-08" 19 11.200000
7020 "2020-01-09" 19 10.600000
7020 "2020-01-10" 19 8.800000
7020 "2020-01-11" 19 10.700000
7020 "2020-01-12" 19 10.400000
7020 "2020-01-13" 19 11.300000
7020 "2020-01-14" 19 12.600000
7020 "2020-01-15" 19 10.300000


7020 "2020-01-01" 22 8.300000
7020 "2020-01-02" 22 10.900000
7020 "2020-01-03" 22 9.000000
7020 "2020-01-04" 22 9.400000
7020 "2020-01-05" 22 7.400000
7020 "2020-01-06" 22 10.700000
7020 "2020-01-07" 22 11.900000
7020 "2020-01-08" 22 11.600000
7020 "2020-01-09" 22 8.500000
7020 "2020-01-10" 22 9.400000
7020 "2020-01-11" 22 10.200000
7020 "2020-01-12" 22 10.100000
7020 "2020-01-13" 22 11.000000
7020 "2020-01-14" 22 12.600000
7020 "2020-01-15" 22 10.000000


7027 "2020-01-01" 01 2.600000
7027 "2020-01-02" 01 6.200000
7027 "2020-01-03" 01 10.100000
7027 "2020-01-04" 01 3.700000
7027 "2020-01-05" 01 6.900000
7027 "2020-01-06" 01 6.000000
7027 "2020-01-07" 01 7.100000
7027 "2020-01-08" 01 12.800000
7027 "2020-01-09" 01 12.900000
7027 "2020-01-10" 01 8.400000
7027 "2020-01-11" 01 5.800000
7027 "2020-01-12" 01 7.900000
7027 "2020-01-13" 01 4.500000
7027 "2020-01-14" 01 11.100000
7027 "2020-01-15" 01 10.700000


7027 "2020-01-01" 04 2.500000
7027 "2020-01-02" 04 6.100000
7027 "2020-01-03" 04 10.400000
7027 "2020-01-04" 04 2.900000
7027 "2020-01-05" 04 6.400000
7027 "2020-01-06" 04 2.200000
7027 "2020-01-07" 04 6.900000
7027 "2020-01-08" 04 12.300000
7027 "2020-01-09" 04 12.500000
7027 "2020-01-10" 04 7.900000
7027 "2020-01-11" 04 4.100000
7027 "2020-01-12" 04 8.600000
7027 "2020-01-13" 04 4.400000
7027 "2020-01-14" 04 11.500000
7027 "2020-01-15" 04 9.800000


7027 "2020-01-01" 07 2.900000
7027 "2020-01-02" 07 6.000000
7027 "2020-01-03" 07 10.000000
7027 "2020-01-04" 07 3.100000
7027 "2020-01-05" 07 6.500000
7027 "2020-01-06" 07 -0.200000
7027 "2020-01-07" 07 7.000000
7027 "2020-01-08" 07 12.300000
7027 "2020-01-09" 07 12.400000
7027 "2020-01-10" 07 7.300000
7027 "2020-01-11" 07 3.900000
7027 "2020-01-12" 07 9.400000
7027 "2020-01-13" 07 4.700000
7027 "2020-01-14" 07 9.600000
7027 "2020-01-15" 07 9.700000


7027 "2020-01-01" 10 4.000000
7027 "2020-01-02" 10 7.100000
7027 "2020-01-03" 10 10.100000
7027 "2020-01-04" 10 4.000000
7027 "2020-01-05" 10 6.500000
7027 "2020-01-06" 10 1.700000
7027 "2020-01-07" 10 8.000000
7027 "2020-01-08" 10 12.300000
7027 "2020-01-09" 10 13.200000
7027 "2020-01-10" 10 7.300000
7027 "2020-01-11" 10 5.500000
7027 "2020-01-12" 10 9.900000
7027 "2020-01-13" 10 6.900000
7027 "2020-01-14" 10 12.200000
7027 "2020-01-15" 10 10.200000


7027 "2020-01-01" 13 6.100000
7027 "2020-01-02" 13 9.100000
7027 "2020-01-03" 13 10.700000
7027 "2020-01-04" 13 8.600000
7027 "2020-01-05" 13 7.800000
7027 "2020-01-06" 13 7.200000
7027 "2020-01-07" 13 11.100000
7027 "2020-01-08" 13 12.800000
7027 "2020-01-09" 13 13.900000
7027 "2020-01-10" 13 8.200000
7027 "2020-01-11" 13 8.500000
7027 "2020-01-12" 13 12.600000
7027 "2020-01-13" 13 10.700000
7027 "2020-01-14" 13 13.200000
7027 "2020-01-15" 13 8.700000


7027 "2020-01-01" 16 7.000000
7027 "2020-01-02" 16 10.000000
7027 "2020-01-03" 16 9.000000
7027 "2020-01-04" 16 9.000000
7027 "2020-01-05" 16 7.800000
7027 "2020-01-06" 16 5.800000
7027 "2020-01-07" 16 12.800000
7027 "2020-01-08" 16 12.500000
7027 "2020-01-09" 16 13.300000
7027 "2020-01-10" 16 8.700000
7027 "2020-01-11" 16 9.400000
7027 "2020-01-12" 16 11.700000
7027 "2020-01-13" 16 11.600000
7027 "2020-01-14" 16 12.600000
7027 "2020-01-15" 16 10.000000


7027 "2020-01-01" 19 6.600000
7027 "2020-01-02" 19 9.900000
7027 "2020-01-03" 19 5.900000
7027 "2020-01-04" 19 6.800000
7027 "2020-01-05" 19 6.500000
7027 "2020-01-06" 19 7.800000
7027 "2020-01-07" 19 12.600000
7027 "2020-01-08" 19 11.800000
7027 "2020-01-09" 19 10.500000
7027 "2020-01-10" 19 4.800000
7027 "2020-01-11" 19 7.900000
7027 "2020-01-12" 19 8.200000
7027 "2020-01-13" 19 11.900000
7027 "2020-01-14" 19 12.500000
7027 "2020-01-15" 19 6.100000


7027 "2020-01-01" 22 6.600000
7027 "2020-01-02" 22 10.300000
7027 "2020-01-03" 22 5.100000
7027 "2020-01-04" 22 6.900000
7027 "2020-01-05" 22 6.200000
7027 "2020-01-06" 22 8.400000
7027 "2020-01-07" 22 12.700000
7027 "2020-01-08" 22 12.600000
7027 "2020-01-09" 22 8.600000
7027 "2020-01-10" 22 4.400000
7027 "2020-01-11" 22 7.900000
7027 "2020-01-12" 22 5.700000
7027 "2020-01-13" 22 11.300000
7027 "2020-01-14" 22 12.600000
7027 "2020-01-15" 22 4.300000


7037 "2020-01-01" 01 -0.900000
7037 "2020-01-02" 01 4.600000
7037 "2020-01-03" 01 8.600000
7037 "2020-01-04" 01 2.100000
7037 "2020-01-05" 01 5.600000
7037 "2020-01-06" 01 5.700000
7037 "2020-01-07" 01 7.800000
7037 "2020-01-08" 01 11.600000
7037 "2020-01-09" 01 11.800000
7037 "2020-01-10" 01 8.500000
7037 "2020-01-11" 01 5.000000
7037 "2020-01-12" 01 5.300000
7037 "2020-01-13" 01 2.800000
7037 "2020-01-14" 01 10.100000
7037 "2020-01-15" 01 9.800000


7037 "2020-01-01" 04 -1.200000
7037 "2020-01-02" 04 4.000000
7037 "2020-01-03" 04 8.900000
7037 "2020-01-04" 04 1.100000
7037 "2020-01-05" 04 5.600000
7037 "2020-01-06" 04 1.000000
7037 "2020-01-07" 04 6.800000
7037 "2020-01-08" 04 11.600000
7037 "2020-01-09" 04 11.900000
7037 "2020-01-10" 04 8.200000
7037 "2020-01-11" 04 3.900000
7037 "2020-01-12" 04 4.900000
7037 "2020-01-13" 04 5.400000
7037 "2020-01-14" 04 10.300000
7037 "2020-01-15" 04 9.500000


7037 "2020-01-01" 07 -0.400000
7037 "2020-01-02" 07 4.400000
7037 "2020-01-03" 07 8.700000
7037 "2020-01-04" 07 0.700000
7037 "2020-01-05" 07 5.500000
7037 "2020-01-06" 07 0.200000
7037 "2020-01-07" 07 6.900000
7037 "2020-01-08" 07 11.100000
7037 "2020-01-09" 07 11.900000
7037 "2020-01-10" 07 7.000000
7037 "2020-01-11" 07 3.800000
7037 "2020-01-12" 07 5.000000
7037 "2020-01-13" 07 4.400000
7037 "2020-01-14" 07 10.100000
