ID OMM station;Coordonnees;Humidité
7207;47.294334,-3.218333;96
7335;46.593834,0.314333;96
7607;43.909832,-0.500167;96
7015;50.570000,3.097500;96
7139;48.445499,0.110167;96
7650;43.437668,5.216000;96
7607;43.909832,-0.500167;96
7181;48.581001,5.959833;96
7168;48.324669,4.020000;96
7255;47.059166,2.359833;96
7335;46.593834,0.314333;96
7181;48.581001,5.959833;96
7168;48.324669,4.020000;96
7072;49.209667,4.155333;96
7510;44.830666,-0.691333;96
7020;49.725166,-1.939833;96
7481;45.726501,5.077833;96
7535;44.744999,1.396667;96
7535;44.744999,1.396667;96
7207;47.294334,-3.218333;96
7207;47.294334,-3.218333;96
7643;43.577000,3.963167;96
7110;48.444168,-4.412000;96
7020;49.725166,-1.939833;96
7510;44.830666,-0.691333;96
7149;48.716831,2.384333;96
7110;48.444168,-4.412000;96
7110;48.444168,-4.412000;96
7280;47.267834,5.088333;96
7255;47.059166,2.359833;96
7117;48.825832,-3.473167;96
7607;43.909832,-0.500167;96
7280;47.267834,5.088333;96
7240;47.444500,0.727333;96
7037;49.382999,1.181667;96
7630;43.620998,1.378833;96
7661;43.079334,5.940833;96
7481;45.726501,5.077833;96
7255;47.059166,2.359833;96
7027;49.180000,-0.456167;96
7149;48.716831,2.384333;96
7643;43.577000,3.963167;96
7280;47.267834,5.088333;96
7535;44.744999,1.396667;96
7240;47.444500,0.727333;96
7110;48.444168,-4.412000;96
7335;46.593834,0.314333;96
7020;49.725166,-1.939833;96
7020;49.725166,-1.939833;96
7181;48.581001,5.959833;96
7072;49.209667,4.155333;96
7510;44.830666,-0.691333;96
7207;47.294334,-3.218333;96
7607;43.909832,-0.500167;96
7299;47.614334,7.510000;96
7117;48.825832,-3.473167;96
7117;48.825832,-3.473167;96
7020;49.725166,-1.939833;96
7181;48.581001,5.959833;96
7117;48.825832,-3.473167;96
7280;47.267834,5.088333;96
7005;50.136002,1.834000;96
7558;44.118500,3.019500;96
7181;48.581001,5.959833;96
7607;43.909832,-0.500167;96
7020;49.725166,-1.939833;96
7020;49.725166,-1.939833;96
7255;47.059166,2.359833;96
7027;49.180000,-0.456167;96
7535;44.744999,1.396667;96
7168;48.324669,4.020000;96
7607;43.909832,-0.500167;96
7130;48.068832,-1.734000;96
7005;50.136002,1.834000;96
7607;43.909832,-0.500167;96
7627;43.005333,1.106833;96
7117;48.825832,-3.473167;96
7535;44.744999,1.396667;96
7020;49.725166,-1.939833;96
7139;48.445499,0.110167;96
7207;47.294334,-3.218333;96
7117;48.825832,-3.473167;96
7607;43.909832,-0.500167;96
7607;43.909832,-0.500167;96
7280;47.267834,5.088333;96
7240;47.444500,0.727333;96
7240;47.444500,0.727333;96
7139;48.445499,0.110167;96
7190;48.549500,7.640333;96
7037;49.382999,1.181667;96
7607;43.909832,-0.500167;96
7190;48.549500,7.640333;96
7650;43.437668,5.216000;96
7650;43.437668,5.216000;96
7460;45.786835,3.149333;96
7072;49.209667,4.155333;96
7607;43.909832,-0.500167;96
7139;48.445499,0.110167;96
7015;50.570000,3.097500;96
7643;43.577000,3.963167;96
7130;48.068832,-1.734000;96
7037;49.382999,1.181667;96
7510;44.830666,-0.691333;96
7027;49.180000,-0.456167;96
7037;49.382999,1.181667;96
7630;43.620998,1.378833;96
7510;44.830666,-0.691333;96
7481;45.726501,5.077833;96
7117;48.825832,-3.473167;96
7117;48.825832,-3.473167;96
7139;48.445499,0.110167;96
7255;47.059166,2.359833;96
7110;48.444168,-4.412000;96
7314;46.046833,-1.411500;96
7110;48.444168,-4.412000;96
7207;47.294334,-3.218333;96
7222;47.150002,-1.608833;96
7607;43.909832,-0.500167;96
7168;48.324669,4.020000;96
7643;43.577000,3.963167;96
7181;48.581001,5.959833;96
7037;49.382999,1.181667;96
7280;47.267834,5.088333;96
7535;44.744999,1.396667;96
7072;49.209667,4.155333;96
7510;44.830666,-0.691333;96
7139;48.445499,0.110167;96
7607;43.909832,-0.500167;96
7481;45.726501,5.077833;96
7072;49.209667,4.155333;96
7471;45.074501,3.764000;96
7207;47.294334,-3.218333;96
7117;48.825832,-3.473167;96
7314;46.046833,-1.411500;96
7280;47.267834,5.088333;96
7650;43.437668,5.216000;96
7535;44.744999,1.396667;96
7037;49.382999,1.181667;96
7222;47.150002,-1.608833;96
7335;46.593834,0.314333;95
7510;44.830666,-0.691333;95
7149;48.716831,2.384333;95
7650;43.437668,5.216000;95
7471;45.074501,3.764000;95
7139;48.445499,0.110167;95
7072;49.209667,4.155333;95
7072;49.209667,4.155333;95
7650;43.437668,5.216000;95
7621;43.188000,0.000000;95
7471;45.074501,3.764000;95
7181;48.581001,5.959833;95
7168;48.324669,4.020000;95
7650;43.437668,5.216000;95
7181;48.581001,5.959833;95
7130;48.068832,-1.734000;95
7181;48.581001,5.959833;95
7240;47.444500,0.727333;95
7255;47.059166,2.359833;95
7015;50.570000,3.097500;95
7607;43.909832,-0.500167;95
7481;45.726501,5.077833;95
7240;47.444500,0.727333;95
7630;43.620998,1.378833;95
7607;43.909832,-0.500167;95
7005;50.136002,1.834000;95
7280;47.267834,5.088333;95
7168;48.324669,4.020000;95
7335;46.593834,0.314333;95
7181;48.581001,5.959833;95
7630;43.620998,1.378833;95
7139;48.445499,0.110167;95
7481;45.726501,5.077833;95
7207;47.294334,-3.218333;95
7299;47.614334,7.510000;95
7005;50.136002,1.834000;95
7149;48.716831,2.384333;95
7510;44.830666,-0.691333;95
7607;43.909832,-0.500167;95
7181;48.581001,5.959833;95
7005;50.136002,1.834000;95
7181;48.581001,5.959833;95
7621;43.188000,0.000000;95
7630;43.620998,1.378833;95
7139;48.445499,0.110167;95
7607;43.909832,-0.500167;95
7015;50.570000,3.097500;95
7181;48.581001,5.959833;95
7005;50.136002,1.834000;95
7643;43.577000,3.963167;95
7471;45.074501,3.764000;95
7280;47.267834,5.088333;95
7005;50.136002,1.834000;95
7607;43.909832,-0.500167;95
7222;47.150002,-1.608833;95
7481;45.726501,5.077833;95
7627;43.005333,1.106833;95
7335;46.593834,0.314333;95
7643;43.577000,3.963167;95
7110;48.444168,-4.412000;95
7299;47.614334,7.510000;95
7020;49.725166,-1.939833;95
7015;50.570000,3.097500;95
7240;47.444500,0.727333;95
7535;44.744999,1.396667;95
7027;49.180000,-0.456167;95
7280;47.267834,5.088333;95
7027;49.180000,-0.456167;95
7168;48.324669,4.020000;95
7110;48.444168,-4.412000;95
7535;44.744999,1.396667;95
7139;48.445499,0.110167;95
7149;48.716831,2.384333;95
7299;47.614334,7.510000;95
7149;48.716831,2.384333;95
7020;49.725166,-1.939833;95
7027;49.180000,-0.456167;95
7015;50.570000,3.097500;95
7222;47.150002,-1.608833;95
7181;48.581001,5.959833;95
7139;48.445499,0.110167;95
7072;49.209667,4.155333;95
7181;48.581001,5.959833;95
7110;48.444168,-4.412000;95
7149;48.716831,2.384333;95
7481;45.726501,5.077833;95
7510;44.830666,-0.691333;95
7027;49.180000,-0.456167;95
7630;43.620998,1.378833;95
7481;45.726501,5.077833;95
7168;48.324669,4.020000;95
7149;48.716831,2.384333;95
7149;48.716831,2.384333;95
7255;47.059166,2.359833;95
7607;43.909832,-0.500167;95
7335;46.593834,0.314333;95
7181;48.581001,5.959833;95
7314;46.046833,-1.411500;95
7299;47.614334,7.510000;95
7072;49.209667,4.155333;95
7168;48.324669,4.020000;95
7607;43.909832,-0.500167;95
7181;48.581001,5.959833;95
7607;43.909832,-0.500167;95
7621;43.188000,0.000000;95
7110;48.444168,-4.412000;95
7643;43.577000,3.963167;95
7168;48.324669,4.020000;95
7139;48.445499,0.110167;95
7072;49.209667,4.155333;95
7621;43.188000,0.000000;95
7181;48.581001,5.959833;95
7168;48.324669,4.020000;95
7117;48.825832,-3.473167;95
7149;48.716831,2.384333;95
7072;49.209667,4.155333;95
7314;46.046833,-1.411500;95
7643;43.577000,3.963167;95
7139;48.445499,0.110167;95
7207;47.294334,-3.218333;95
7747;42.737167,2.872833;95
7130;48.068832,-1.734000;95
7240;47.444500,0.727333;95
7621;43.188000,0.000000;95
7207;47.294334,-3.218333;95
7130;48.068832,-1.734000;95
7299;47.614334,7.510000;95
7299;47.614334,7.510000;95
7434;45.861168,1.175000;95
7280;47.267834,5.088333;95
7335;46.593834,0.314333;95
7181;48.581001,5.959833;95
7117;48.825832,-3.473167;95
7747;42.737167,2.872833;95
7627;43.005333,1.106833;95
7471;45.074501,3.764000;95
7037;49.382999,1.181667;95
7130;48.068832,-1.734000;95
7471;45.074501,3.764000;95
7149;48.716831,2.384333;95
7607;43.909832,-0.500167;95
7168;48.324669,4.020000;95
7558;44.118500,3.019500;95
7607;43.909832,-0.500167;95
7015;50.570000,3.097500;95
7510;44.830666,-0.691333;95
7130;48.068832,-1.734000;95
7117;48.825832,-3.473167;95
7130;48.068832,-1.734000;95
7335;46.593834,0.314333;95
7168;48.324669,4.020000;95
7181;48.581001,5.959833;95
7558;44.118500,3.019500;95
7005;50.136002,1.834000;95
7139;48.445499,0.110167;95
7117;48.825832,-3.473167;95
7558;44.118500,3.019500;95
7207;47.294334,-3.218333;95
7181;48.581001,5.959833;95
7650;43.437668,5.216000;95
7130;48.068832,-1.734000;95
7110;48.444168,-4.412000;95
7149;48.716831,2.384333;95
7037;49.382999,1.181667;95
7027;49.180000,-0.456167;95
7650;43.437668,5.216000;95
7005;50.136002,1.834000;95
7607;43.909832,-0.500167;95
7027;49.180000,-0.456167;95
7149;48.716831,2.384333;95
7015;50.570000,3.097500;95
7627;43.005333,1.106833;95
7222;47.150002,-1.608833;95
7149;48.716831,2.384333;95
7168;48.324669,4.020000;95
7471;45.074501,3.764000;95
7255;47.059166,2.359833;95
7240;47.444500,0.727333;95
7130;48.068832,-1.734000;95
7130;48.068832,-1.734000;95
7535;44.744999,1.396667;95
7650;43.437668,5.216000;95
7630;43.620998,1.378833;95
7222;47.150002,-1.608833;95
7110;48.444168,-4.412000;95
7607;43.909832,-0.500167;95
7299;47.614334,7.510000;95
7535;44.744999,1.396667;95
7535;44.744999,1.396667;95
7027;49.180000,-0.456167;95
7149;48.716831,2.384333;95
7139;48.445499,0.110167;95
7627;43.005333,1.106833;95
7607;43.909832,-0.500167;95
7222;47.150002,-1.608833;95
7207;47.294334,-3.218333;95
7168;48.324669,4.020000;95
7168;48.324669,4.020000;95
7299;47.614334,7.510000;95
7299;47.614334,7.510000;95
7621;43.188000,0.000000;95
7314;46.046833,-1.411500;95
7168;48.324669,4.020000;95
7190;48.549500,7.640333;95
7607;43.909832,-0.500167;95
7005;50.136002,1.834000;94
7607;43.909832,-0.500167;94
7627;43.005333,1.106833;94
7650;43.437668,5.216000;94
7072;49.209667,4.155333;94
7650;43.437668,5.216000;94
7335;46.593834,0.314333;94
7027;49.180000,-0.456167;94
7139;48.445499,0.110167;94
7037;49.382999,1.181667;94
7627;43.005333,1.106833;94
7027;49.180000,-0.456167;94
7607;43.909832,-0.500167;94
7460;45.786835,3.149333;94
7434;45.861168,1.175000;94
7168;48.324669,4.020000;94
7139;48.445499,0.110167;94
7110;48.444168,-4.412000;94
7139;48.445499,0.110167;94
7255;47.059166,2.359833;94
7015;50.570000,3.097500;94
7558;44.118500,3.019500;94
7207;47.294334,-3.218333;94
7255;47.059166,2.359833;94
7630;43.620998,1.378833;94
7110;48.444168,-4.412000;94
7149;48.716831,2.384333;94
7299;47.614334,7.510000;94
7314;46.046833,-1.411500;94
7535;44.744999,1.396667;94
7255;47.059166,2.359833;94
7005;50.136002,1.834000;94
7535;44.744999,1.396667;94
7535;44.744999,1.396667;94
7627;43.005333,1.106833;94
7577;44.581165,4.733000;94
7535;44.744999,1.396667;94
7130;48.068832,-1.734000;94
7181;48.581001,5.959833;94
7072;49.209667,4.155333;94
7110;48.444168,-4.412000;94
7607;43.909832,-0.500167;94
7168;48.324669,4.020000;94
7130;48.068832,-1.734000;94
7471;45.074501,3.764000;94
7015;50.570000,3.097500;94
7510;44.830666,-0.691333;94
7510;44.830666,-0.691333;94
7005;50.136002,1.834000;94
7168;48.324669,4.020000;94
7481;45.726501,5.077833;94
7607;43.909832,-0.500167;94
7643;43.577000,3.963167;94
7661;43.079334,5.940833;94
7168;48.324669,4.020000;94
7027;49.180000,-0.456167;94
7650;43.437668,5.216000;94
7471;45.074501,3.764000;94
7222;47.150002,-1.608833;94
7190;48.549500,7.640333;94
7005;50.136002,1.834000;94
7471;45.074501,3.764000;94
7005;50.136002,1.834000;94
7650;43.437668,5.216000;94
7240;47.444500,0.727333;94
7240;47.444500,0.727333;94
7510;44.830666,-0.691333;94
7015;50.570000,3.097500;94
7661;43.079334,5.940833;94
7181;48.581001,5.959833;94
7130;48.068832,-1.734000;94
7190;48.549500,7.640333;94
7280;47.267834,5.088333;94
7149;48.716831,2.384333;94
7190;48.549500,7.640333;94
7181;48.581001,5.959833;94
7005;50.136002,1.834000;94
7222;47.150002,-1.608833;94
7181;48.581001,5.959833;94
7621;43.188000,0.000000;94
7335;46.593834,0.314333;94
7207;47.294334,-3.218333;94
7255;47.059166,2.359833;94
7661;43.079334,5.940833;94
7510;44.830666,-0.691333;94
7130;48.068832,-1.734000;94
7661;43.079334,5.940833;94
7037;49.382999,1.181667;94
7535;44.744999,1.396667;94
7207;47.294334,-3.218333;94
7149;48.716831,2.384333;94
7168;48.324669,4.020000;94
7168;48.324669,4.020000;94
7020;49.725166,-1.939833;94
7207;47.294334,-3.218333;94
7650;43.437668,5.216000;94
7280;47.267834,5.088333;94
7130;48.068832,-1.734000;94
7168;48.324669,4.020000;94
7535;44.744999,1.396667;94
7558;44.118500,3.019500;94
7650;43.437668,5.216000;94
7020;49.725166,-1.939833;94
7149;48.716831,2.384333;94
7222;47.150002,-1.608833;94
7335;46.593834,0.314333;94
7207;47.294334,-3.218333;94
7577;44.581165,4.733000;94
7005;50.136002,1.834000;94
7607;43.909832,-0.500167;94
7020;49.725166,-1.939833;94
7481;45.726501,5.077833;94
7020;49.725166,-1.939833;94
7207;47.294334,-3.218333;94
7630;43.620998,1.378833;94
7314;46.046833,-1.411500;94
7643;43.577000,3.963167;94
7117;48.825832,-3.473167;94
7481;45.726501,5.077833;94
7110;48.444168,-4.412000;94
7510;44.830666,-0.691333;94
7072;49.209667,4.155333;94
7510;44.830666,-0.691333;94
7072;49.209667,4.155333;94
7139;48.445499,0.110167;94
7110;48.444168,-4.412000;94
7255;47.059166,2.359833;94
7607;43.909832,-0.500167;94
7072;49.209667,4.155333;94
7015;50.570000,3.097500;94
7110;48.444168,-4.412000;94
7460;45.786835,3.149333;94
7005;50.136002,1.834000;94
7621;43.188000,0.000000;94
7650;43.437668,5.216000;94
7181;48.581001,5.959833;94
7535;44.744999,1.396667;94
7577;44.581165,4.733000;94
7190;48.549500,7.640333;94
7015;50.570000,3.097500;94
7168;48.324669,4.020000;94
7139;48.445499,0.110167;94
7072;49.209667,4.155333;94
7020;49.725166,-1.939833;94
7434;45.861168,1.175000;94
7037;49.382999,1.181667;94
7130;48.068832,-1.734000;94
7110;48.444168,-4.412000;94
7181;48.581001,5.959833;94
7181;48.581001,5.959833;94
7607;43.909832,-0.500167;94
7037;49.382999,1.181667;94
7240;47.444500,0.727333;94
7110;48.444168,-4.412000;94
7130;48.068832,-1.734000;94
7314;46.046833,-1.411500;94
7037;49.382999,1.181667;94
7222;47.150002,-1.608833;94
7558;44.118500,3.019500;94
7015;50.570000,3.097500;94
7149;48.716831,2.384333;94
7630;43.620998,1.378833;94
7072;49.209667,4.155333;94
7630;43.620998,1.378833;94
7149;48.716831,2.384333;94
7130;48.068832,-1.734000;94
7015;50.570000,3.097500;93
7072;49.209667,4.155333;93
7110;48.444168,-4.412000;93
7535;44.744999,1.396667;93
7471;45.074501,3.764000;93
7130;48.068832,-1.734000;93
7168;48.324669,4.020000;93
7222;47.150002,-1.608833;93
7117;48.825832,-3.473167;93
7181;48.581001,5.959833;93
7190;48.549500,7.640333;93
7207;47.294334,-3.218333;93
7747;42.737167,2.872833;93
7168;48.324669,4.020000;93
7471;45.074501,3.764000;93
7027;49.180000,-0.456167;93
7510;44.830666,-0.691333;93
7481;45.726501,5.077833;93
7027;49.180000,-0.456167;93
7117;48.825832,-3.473167;93
7222;47.150002,-1.608833;93
7072;49.209667,4.155333;93
7027;49.180000,-0.456167;93
7299;47.614334,7.510000;93
7535;44.744999,1.396667;93
7139;48.445499,0.110167;93
7510;44.830666,-0.691333;93
7314;46.046833,-1.411500;93
7027;49.180000,-0.456167;93
7168;48.324669,4.020000;93
7168;48.324669,4.020000;93
7558;44.118500,3.019500;93
7020;49.725166,-1.939833;93
7181;48.581001,5.959833;93
7621;43.188000,0.000000;93
7510;44.830666,-0.691333;93
7577;44.581165,4.733000;93
7558;44.118500,3.019500;93
7037;49.382999,1.181667;93
7037;49.382999,1.181667;93
7643;43.577000,3.963167;93
7190;48.549500,7.640333;93
7630;43.620998,1.378833;93
7149;48.716831,2.384333;93
7280;47.267834,5.088333;93
7558;44.118500,3.019500;93
7535;44.744999,1.396667;93
7621;43.188000,0.000000;93
7072;49.209667,4.155333;93
7020;49.725166,-1.939833;93
7149;48.716831,2.384333;93
7222;47.150002,-1.608833;93
7535;44.744999,1.396667;93
7650;43.437668,5.216000;93
7168;48.324669,4.020000;93
7643;43.577000,3.963167;93
7535;44.744999,1.396667;93
7314;46.046833,-1.411500;93
7027;49.180000,-0.456167;93
7072;49.209667,4.155333;93
7020;49.725166,-1.939833;93
7207;47.294334,-3.218333;93
7607;43.909832,-0.500167;93
7027;49.180000,-0.456167;93
7577;44.581165,4.733000;93
7207;47.294334,-3.218333;93
7130;48.068832,-1.734000;93
7072;49.209667,4.155333;93
7149;48.716831,2.384333;93
7037;49.382999,1.181667;93
7110;48.444168,-4.412000;93
7117;48.825832,-3.473167;93
7110;48.444168,-4.412000;93
7535;44.744999,1.396667;93
7190;48.549500,7.640333;93
7181;48.581001,5.959833;93
7240;47.444500,0.727333;93
7299;47.614334,7.510000;93
7630;43.620998,1.378833;93
7139;48.445499,0.110167;93
7072;49.209667,4.155333;93
7255;47.059166,2.359833;93
7207;47.294334,-3.218333;93
7181;48.581001,5.959833;93
7481;45.726501,5.077833;93
7255;47.059166,2.359833;93
7037;49.382999,1.181667;93
7207;47.294334,-3.218333;93
7630;43.620998,1.378833;93
7005;50.136002,1.834000;93
7027;49.180000,-0.456167;93
7535;44.744999,1.396667;93
7577;44.581165,4.733000;93
7240;47.444500,0.727333;93
7139;48.445499,0.110167;93
7607;43.909832,-0.500167;93
7181;48.581001,5.959833;93
7027;49.180000,-0.456167;93
7481;45.726501,5.077833;93
7621;43.188000,0.000000;93
7280;47.267834,5.088333;93
7149;48.716831,2.384333;93
7181;48.581001,5.959833;93
7535;44.744999,1.396667;93
7607;43.909832,-0.500167;93
7471;45.074501,3.764000;93
7790;42.540668,9.485167;93
7607;43.909832,-0.500167;93
7181;48.581001,5.959833;93
7661;43.079334,5.940833;93
7027;49.180000,-0.456167;93
7460;45.786835,3.149333;93
7510;44.830666,-0.691333;93
7434;45.861168,1.175000;93
7650;43.437668,5.216000;93
7621;43.188000,0.000000;93
7139;48.445499,0.110167;93
7015;50.570000,3.097500;93
7168;48.324669,4.020000;93
7110;48.444168,-4.412000;93
7481;45.726501,5.077833;93
7015;50.570000,3.097500;93
7607;43.909832,-0.500167;93
7168;48.324669,4.020000;93
7643;43.577000,3.963167;93
7607;43.909832,-0.500167;93
7222;47.150002,-1.608833;93
7335;46.593834,0.314333;93
7314;46.046833,-1.411500;93
7027;49.180000,-0.456167;93
7110;48.444168,-4.412000;93
7280;47.267834,5.088333;93
7280;47.267834,5.088333;93
7577;44.581165,4.733000;93
7110;48.444168,-4.412000;93
7280;47.267834,5.088333;93
7130;48.068832,-1.734000;93
7240;47.444500,0.727333;93
7015;50.570000,3.097500;93
7607;43.909832,-0.500167;93
7460;45.786835,3.149333;93
7335;46.593834,0.314333;93
7139;48.445499,0.110167;93
7130;48.068832,-1.734000;93
7130;48.068832,-1.734000;93
7314;46.046833,-1.411500;93
7650;43.437668,5.216000;93
7627;43.005333,1.106833;93
7481;45.726501,5.077833;93
7139;48.445499,0.110167;93
7139;48.445499,0.110167;93
7607;43.909832,-0.500167;93
7471;45.074501,3.764000;93
7072;49.209667,4.155333;93
7015;50.570000,3.097500;93
7607;43.909832,-0.500167;93
7510;44.830666,-0.691333;93
7027;49.180000,-0.456167;92
7577;44.581165,4.733000;92
7240;47.444500,0.727333;92
7607;43.909832,-0.500167;92
7535;44.744999,1.396667;92
7627;43.005333,1.106833;92
7630;43.620998,1.378833;92
7072;49.209667,4.155333;92
7650;43.437668,5.216000;92
7222;47.150002,-1.608833;92
7037;49.382999,1.181667;92
7110;48.444168,-4.412000;92
7190;48.549500,7.640333;92
7072;49.209667,4.155333;92
7314;46.046833,-1.411500;92
7630;43.620998,1.378833;92
7181;48.581001,5.959833;92
7005;50.136002,1.834000;92
7481;45.726501,5.077833;92
7510;44.830666,-0.691333;92
7015;50.570000,3.097500;92
7181;48.581001,5.959833;92
7314;46.046833,-1.411500;92
7314;46.046833,-1.411500;92
7299;47.614334,7.510000;92
7130;48.068832,-1.734000;92
7190;48.549500,7.640333;92
7299;47.614334,7.510000;92
7255;47.059166,2.359833;92
7314;46.046833,-1.411500;92
7299;47.614334,7.510000;92
7510;44.830666,-0.691333;92
7761;41.917999,8.792667;92
7607;43.909832,-0.500167;92
7190;48.549500,7.640333;92
7005;50.136002,1.834000;92
7168;48.324669,4.020000;92
7314;46.046833,-1.411500;92
7434;45.861168,1.175000;92
7630;43.620998,1.378833;92
7299;47.614334,7.510000;92
7240;47.444500,0.727333;92
7460;45.786835,3.149333;92
7460;45.786835,3.149333;92
7139;48.445499,0.110167;92
7335;46.593834,0.314333;92
7661;43.079334,5.940833;92
7460;45.786835,3.149333;92
7280;47.267834,5.088333;92
7015;50.570000,3.097500;92
7460;45.786835,3.149333;92
7335;46.593834,0.314333;92
7072;49.209667,4.155333;92
7139;48.445499,0.110167;92
7558;44.118500,3.019500;92
7020;49.725166,-1.939833;92
7139;48.445499,0.110167;92
7072;49.209667,4.155333;92
7460;45.786835,3.149333;92
7190;48.549500,7.640333;92
7027;49.180000,-0.456167;92
7139;48.445499,0.110167;92
7650;43.437668,5.216000;92
7255;47.059166,2.359833;92
7607;43.909832,-0.500167;92
7149;48.716831,2.384333;92
7240;47.444500,0.727333;92
7621;43.188000,0.000000;92
7207;47.294334,-3.218333;92
7460;45.786835,3.149333;92
7661;43.079334,5.940833;92
7222;47.150002,-1.608833;92
7255;47.059166,2.359833;92
7130;48.068832,-1.734000;92
7627;43.005333,1.106833;92
7471;45.074501,3.764000;92
7005;50.136002,1.834000;92
7747;42.737167,2.872833;92
7117;48.825832,-3.473167;92
7460;45.786835,3.149333;92
7650;43.437668,5.216000;92
7650;43.437668,5.216000;92
7460;45.786835,3.149333;92
7181;48.581001,5.959833;92
7072;49.209667,4.155333;92
7181;48.581001,5.959833;92
7168;48.324669,4.020000;92
7255;47.059166,2.359833;92
7558;44.118500,3.019500;92
7015;50.570000,3.097500;92
7015;50.570000,3.097500;92
7005;50.136002,1.834000;92
7027;49.180000,-0.456167;92
7510;44.830666,-0.691333;92
7577;44.581165,4.733000;92
7535;44.744999,1.396667;92
7621;43.188000,0.000000;92
7661;43.079334,5.940833;92
7747;42.737167,2.872833;92
7181;48.581001,5.959833;92
7627;43.005333,1.106833;92
7027;49.180000,-0.456167;92
7072;49.209667,4.155333;92
7222;47.150002,-1.608833;92
7510;44.830666,-0.691333;92
7222;47.150002,-1.608833;92
7149;48.716831,2.384333;92
7510;44.830666,-0.691333;92
7181;48.581001,5.959833;92
7005;50.136002,1.834000;92
7314;46.046833,-1.411500;92
7130;48.068832,-1.734000;92
7020;49.725166,-1.939833;92
7072;49.209667,4.155333;92
7627;43.005333,1.106833;92
7607;43.909832,-0.500167;92
7149;48.716831,2.384333;92
7005;50.136002,1.834000;92
7510;44.830666,-0.691333;92
7621;43.188000,0.000000;92
7790;42.540668,9.485167;92
7299;47.614334,7.510000;92
7072;49.209667,4.155333;92
7661;43.079334,5.940833;92
7181;48.581001,5.959833;92
7255;47.059166,2.359833;92
7460;45.786835,3.149333;92
7335;46.593834,0.314333;92
7577;44.581165,4.733000;92
7207;47.294334,-3.218333;92
7314;46.046833,-1.411500;92
7139;48.445499,0.110167;92
7139;48.445499,0.110167;92
7149;48.716831,2.384333;92
7661;43.079334,5.940833;92
7661;43.079334,5.940833;92
7481;45.726501,5.077833;92
7139;48.445499,0.110167;92
7117;48.825832,-3.473167;92
7535;44.744999,1.396667;92
7434;45.861168,1.175000;92
7621;43.188000,0.000000;92
7072;49.209667,4.155333;92
7643;43.577000,3.963167;92
7661;43.079334,5.940833;92
7015;50.570000,3.097500;92
7015;50.570000,3.097500;92
7240;47.444500,0.727333;92
7650;43.437668,5.216000;92
7460;45.786835,3.149333;92
7130;48.068832,-1.734000;92
7661;43.079334,5.940833;92
7139;48.445499,0.110167;92
7627;43.005333,1.106833;92
7037;49.382999,1.181667;92
7621;43.188000,0.000000;92
7117;48.825832,-3.473167;92
7027;49.180000,-0.456167;92
7037;49.382999,1.181667;92
7280;47.267834,5.088333;92
7299;47.614334,7.510000;92
7747;42.737167,2.872833;92
7621;43.188000,0.000000;92
7280;47.267834,5.088333;92
7027;49.180000,-0.456167;92
7471;45.074501,3.764000;92
7168;48.324669,4.020000;92
7535;44.744999,1.396667;92
7020;49.725166,-1.939833;92
7027;49.180000,-0.456167;92
7460;45.786835,3.149333;92
7117;48.825832,-3.473167;92
7621;43.188000,0.000000;92
7630;43.620998,1.378833;92
7558;44.118500,3.019500;92
7222;47.150002,-1.608833;92
7037;49.382999,1.181667;92
7072;49.209667,4.155333;92
7650;43.437668,5.216000;92
7168;48.324669,4.020000;92
7117;48.825832,-3.473167;92
7460;45.786835,3.149333;92
7168;48.324669,4.020000;92
7117;48.825832,-3.473167;91
7299;47.614334,7.510000;91
7110;48.444168,-4.412000;91
7015;50.570000,3.097500;91
7643;43.577000,3.963167;91
7280;47.267834,5.088333;91
7190;48.549500,7.640333;91
7630;43.620998,1.378833;91
7255;47.059166,2.359833;91
7181;48.581001,5.959833;91
7314;46.046833,-1.411500;91
7130;48.068832,-1.734000;91
7181;48.581001,5.959833;91
7117;48.825832,-3.473167;91
7299;47.614334,7.510000;91
7314;46.046833,-1.411500;91
7558;44.118500,3.019500;91
7510;44.830666,-0.691333;91
7149;48.716831,2.384333;91
7577;44.581165,4.733000;91
7661;43.079334,5.940833;91
7535;44.744999,1.396667;91
7577;44.581165,4.733000;91
7535;44.744999,1.396667;91
7015;50.570000,3.097500;91
7072;49.209667,4.155333;91
7627;43.005333,1.106833;91
7149;48.716831,2.384333;91
7027;49.180000,-0.456167;91
7027;49.180000,-0.456167;91
7020;49.725166,-1.939833;91
7558;44.118500,3.019500;91
7037;49.382999,1.181667;91
7535;44.744999,1.396667;91
7314;46.046833,-1.411500;91
7139;48.445499,0.110167;91
7535;44.744999,1.396667;91
7190;48.549500,7.640333;91
7630;43.620998,1.378833;91
7747;42.737167,2.872833;91
7190;48.549500,7.640333;91
7510;44.830666,-0.691333;91
7761;41.917999,8.792667;91
7650;43.437668,5.216000;91
7630;43.620998,1.378833;91
7627;43.005333,1.106833;91
7037;49.382999,1.181667;91
7335;46.593834,0.314333;91
7510;44.830666,-0.691333;91
7005;50.136002,1.834000;91
7481;45.726501,5.077833;91
7181;48.581001,5.959833;91
7577;44.581165,4.733000;91
7139;48.445499,0.110167;91
7460;45.786835,3.149333;91
7607;43.909832,-0.500167;91
7027;49.180000,-0.456167;91
7577;44.581165,4.733000;91
7222;47.150002,-1.608833;91
7037;49.382999,1.181667;91
7168;48.324669,4.020000;91
7005;50.136002,1.834000;91
7181;48.581001,5.959833;91
