ID OMM station;Température (°C)
7037;5.400000
7037;6.500000
7037;4.200000
7037;6.900000
7037;4.600000
7037;10.900000
7037;11.600000
7037;6.900000
7037;11.900000
7037;5.000000
7037;8.100000
7037;7.100000
7037;5.600000
7037;8.200000
7037;11.200000
7037;4.900000
7037;10.300000
7037;6.900000
7037;8.400000
7037;11.000000
7037;11.000000
7037;1.000000
7037;7.200000
7037;10.800000
7037;9.300000
7037;5.700000
7037;8.600000
7037;12.300000
7037;0.100000
7037;9.700000
7037;7.000000
7037;6.700000
