ID OMM station;Date;Pression station
7027;2020-01-11T04:00:00+01:00;102440
7027;2020-01-12T04:00:00+01:00;101530
7027;2020-01-13T04:00:00+01:00;101350
7027;2020-01-14T04:00:00+01:00;99430
7027;2020-01-15T04:00:00+01:00;99740
7027;2020-01-01T07:00:00+01:00;102050
7027;2020-01-02T07:00:00+01:00;101750
7027;2020-01-03T07:00:00+01:00;101190
7027;2020-01-04T07:00:00+01:00;102800
7027;2020-01-05T07:00:00+01:00;102910
7027;2020-01-06T07:00:00+01:00;101900
7027;2020-01-07T07:00:00+01:00;101940
7027;2020-01-08T07:00:00+01:00;101670
7027;2020-01-09T07:00:00+01:00;100670
7027;2020-01-10T07:00:00+01:00;101250
7027;2020-01-11T07:00:00+01:00;102370
7027;2020-01-12T07:00:00+01:00;101490
7027;2020-01-13T07:00:00+01:00;101070
7027;2020-01-14T07:00:00+01:00;99510
7027;2020-01-15T07:00:00+01:00;99710
7027;2020-01-01T10:00:00+01:00;102130
7027;2020-01-02T10:00:00+01:00;101750
7027;2020-01-03T10:00:00+01:00;101370
7027;2020-01-04T10:00:00+01:00;102940
7027;2020-01-05T10:00:00+01:00;102900
7027;2020-01-06T10:00:00+01:00;101730
7027;2020-01-07T10:00:00+01:00;101980
7027;2020-01-08T10:00:00+01:00;101770
7027;2020-01-09T10:00:00+01:00;100430
7027;2020-01-10T10:00:00+01:00;101680
7027;2020-01-11T10:00:00+01:00;102360
7027;2020-01-12T10:00:00+01:00;101550
7027;2020-01-13T10:00:00+01:00;100870
7027;2020-01-14T10:00:00+01:00;99550
7027;2020-01-15T10:00:00+01:00;99830
7027;2020-01-01T13:00:00+01:00;102100
7027;2020-01-02T13:00:00+01:00;101630
7027;2020-01-03T13:00:00+01:00;101530
7027;2020-01-04T13:00:00+01:00;102910
7027;2020-01-05T13:00:00+01:00;102810
7027;2020-01-06T13:00:00+01:00;101500
7027;2020-01-07T13:00:00+01:00;101910
7027;2020-01-08T13:00:00+01:00;101730
7027;2020-01-09T13:00:00+01:00;100200
7027;2020-01-10T13:00:00+01:00;102000
7027;2020-01-11T13:00:00+01:00;102230
7027;2020-01-12T13:00:00+01:00;101600
7027;2020-01-13T13:00:00+01:00;100490
7027;2020-01-14T13:00:00+01:00;99490
7027;2020-01-15T13:00:00+01:00;100290
7027;2020-01-01T16:00:00+01:00;102020
7027;2020-01-02T16:00:00+01:00;101450
7027;2020-01-03T16:00:00+01:00;101870
7027;2020-01-04T16:00:00+01:00;102890
7027;2020-01-05T16:00:00+01:00;102710
7027;2020-01-06T16:00:00+01:00;101490
7027;2020-01-07T16:00:00+01:00;101790
7027;2020-01-08T16:00:00+01:00;101650
7027;2020-01-09T16:00:00+01:00;99990
7027;2020-01-10T16:00:00+01:00;102150
7027;2020-01-11T16:00:00+01:00;102080
7027;2020-01-12T16:00:00+01:00;101600
7027;2020-01-13T16:00:00+01:00;100060
7027;2020-01-14T16:00:00+01:00;99520
7027;2020-01-15T16:00:00+01:00;100690
7027;2020-01-01T19:00:00+01:00;102050
7027;2020-01-02T19:00:00+01:00;101360
7027;2020-01-03T19:00:00+01:00;102270
7027;2020-01-04T19:00:00+01:00;102940
7027;2020-01-05T19:00:00+01:00;102650
7027;2020-01-06T19:00:00+01:00;101510
7027;2020-01-07T19:00:00+01:00;101740
7027;2020-01-08T19:00:00+01:00;101590
7027;2020-01-09T19:00:00+01:00;100050
7027;2020-01-10T19:00:00+01:00;102340
7027;2020-01-11T19:00:00+01:00;102040
7027;2020-01-12T19:00:00+01:00;101690
7027;2020-01-13T19:00:00+01:00;99810
7027;2020-01-14T19:00:00+01:00;99640
7027;2020-01-15T19:00:00+01:00;101100
7027;2020-01-01T22:00:00+01:00;102040
7027;2020-01-02T22:00:00+01:00;101330
7027;2020-01-03T22:00:00+01:00;102540
7027;2020-01-04T22:00:00+01:00;102960
7027;2020-01-05T22:00:00+01:00;102470
7027;2020-01-06T22:00:00+01:00;101680
7027;2020-01-07T22:00:00+01:00;101710
7027;2020-01-08T22:00:00+01:00;101360
7027;2020-01-09T22:00:00+01:00;99940
7027;2020-01-10T22:00:00+01:00;102470
7027;2020-01-11T22:00:00+01:00;101890
7027;2020-01-12T22:00:00+01:00;101680
7027;2020-01-13T22:00:00+01:00;99640
7027;2020-01-14T22:00:00+01:00;99770
7027;2020-01-15T22:00:00+01:00;101330
7037;2020-01-01T01:00:00+01:00;101250
7037;2020-01-02T01:00:00+01:00;100910
7037;2020-01-03T01:00:00+01:00;100280
7037;2020-01-04T01:00:00+01:00;101460
7037;2020-01-05T01:00:00+01:00;101850
7037;2020-01-06T01:00:00+01:00;101280
7037;2020-01-07T01:00:00+01:00;100750
7037;2020-01-08T01:00:00+01:00;100630
7037;2020-01-09T01:00:00+01:00;100210
7037;2020-01-10T01:00:00+01:00;99080
7037;2020-01-11T01:00:00+01:00;101500
7037;2020-01-12T01:00:00+01:00;100820
7037;2020-01-13T01:00:00+01:00;100570
7037;2020-01-14T01:00:00+01:00;98800
7037;2020-01-15T01:00:00+01:00;99050
7037;2020-01-01T04:00:00+01:00;101190
7037;2020-01-02T04:00:00+01:00;100830
7037;2020-01-03T04:00:00+01:00;100120
7037;2020-01-04T04:00:00+01:00;101570
7037;2020-01-05T04:00:00+01:00;101830
7037;2020-01-06T04:00:00+01:00;101140
7037;2020-01-07T04:00:00+01:00;100950
7037;2020-01-08T04:00:00+01:00;100670
7037;2020-01-09T04:00:00+01:00;99960
7037;2020-01-10T04:00:00+01:00;99360
7037;2020-01-11T04:00:00+01:00;101440
7037;2020-01-12T04:00:00+01:00;100670
7037;2020-01-13T04:00:00+01:00;100380
7037;2020-01-14T04:00:00+01:00;98620
7037;2020-01-15T04:00:00+01:00;99030
7037;2020-01-01T07:00:00+01:00;101160
7037;2020-01-02T07:00:00+01:00;100750
7037;2020-01-03T07:00:00+01:00;100180
7037;2020-01-04T07:00:00+01:00;101640
7037;2020-01-05T07:00:00+01:00;101830
7037;2020-01-06T07:00:00+01:00;100930
7037;2020-01-07T07:00:00+01:00;100930
7037;2020-01-08T07:00:00+01:00;100650
7037;2020-01-09T07:00:00+01:00;99750
7037;2020-01-10T07:00:00+01:00;99900
7037;2020-01-11T07:00:00+01:00;101360
7037;2020-01-12T07:00:00+01:00;100530
7037;2020-01-13T07:00:00+01:00;100140
7037;2020-01-14T07:00:00+01:00;98670
7037;2020-01-15T07:00:00+01:00;99010
7037;2020-01-01T10:00:00+01:00;101230
7037;2020-01-02T10:00:00+01:00;100780
7037;2020-01-03T10:00:00+01:00;100310
7037;2020-01-04T10:00:00+01:00;101750
7037;2020-01-05T10:00:00+01:00;101830
7037;2020-01-06T10:00:00+01:00;100770
7037;2020-01-07T10:00:00+01:00;101020
7037;2020-01-08T10:00:00+01:00;100780
7037;2020-01-09T10:00:00+01:00;99620
7037;2020-01-10T10:00:00+01:00;100420
7037;2020-01-11T10:00:00+01:00;101370
7037;2020-01-12T10:00:00+01:00;100530
7037;2020-01-13T10:00:00+01:00;100030
7037;2020-01-14T10:00:00+01:00;98750
7037;2020-01-15T10:00:00+01:00;99060
7037;2020-01-01T13:00:00+01:00;101150
7037;2020-01-02T13:00:00+01:00;100660
7037;2020-01-03T13:00:00+01:00;100430
7037;2020-01-04T13:00:00+01:00;101740
7037;2020-01-05T13:00:00+01:00;101750
7037;2020-01-06T13:00:00+01:00;100500
7037;2020-01-07T13:00:00+01:00;100970
7037;2020-01-08T13:00:00+01:00;100740
7037;2020-01-09T13:00:00+01:00;99430
7037;2020-01-10T13:00:00+01:00;100810
7037;2020-01-11T13:00:00+01:00;101290
7037;2020-01-12T13:00:00+01:00;100570
7037;2020-01-13T13:00:00+01:00;99660
7037;2020-01-14T13:00:00+01:00;98750
7037;2020-01-15T13:00:00+01:00;99250
7037;2020-01-01T16:00:00+01:00;101050
7037;2020-01-02T16:00:00+01:00;100500
7037;2020-01-03T16:00:00+01:00;100590
7037;2020-01-04T16:00:00+01:00;101750
7037;2020-01-05T16:00:00+01:00;101650
7037;2020-01-06T16:00:00+01:00;100410
7037;2020-01-07T16:00:00+01:00;100830
7037;2020-01-08T16:00:00+01:00;100680
7037;2020-01-09T16:00:00+01:00;99190
7037;2020-01-10T16:00:00+01:00;101030
7037;2020-01-11T16:00:00+01:00;101150
7037;2020-01-12T16:00:00+01:00;100540
7037;2020-01-13T16:00:00+01:00;99310
7037;2020-01-14T16:00:00+01:00;98810
7037;2020-01-15T16:00:00+01:00;99620
7037;2020-01-01T19:00:00+01:00;101090
7037;2020-01-02T19:00:00+01:00;100440
7037;2020-01-03T19:00:00+01:00;101030
7037;2020-01-04T19:00:00+01:00;101780
7037;2020-01-05T19:00:00+01:00;101620
7037;2020-01-06T19:00:00+01:00;100440
7037;2020-01-07T19:00:00+01:00;100810
7037;2020-01-08T19:00:00+01:00;100640
7037;2020-01-09T19:00:00+01:00;99120
7037;2020-01-10T19:00:00+01:00;101220
7037;2020-01-11T19:00:00+01:00;101130
7037;2020-01-12T19:00:00+01:00;100650
7037;2020-01-13T19:00:00+01:00;99100
7037;2020-01-14T19:00:00+01:00;98920
7037;2020-01-15T19:00:00+01:00;100090
7037;2020-01-01T22:00:00+01:00;101010
7037;2020-01-02T22:00:00+01:00;100370
7037;2020-01-03T22:00:00+01:00;101340
7037;2020-01-04T22:00:00+01:00;101810
7037;2020-01-05T22:00:00+01:00;101460
7037;2020-01-06T22:00:00+01:00;100580
7037;2020-01-07T22:00:00+01:00;100770
7037;2020-01-08T22:00:00+01:00;100420
7037;2020-01-09T22:00:00+01:00;99130
7037;2020-01-10T22:00:00+01:00;101400
7037;2020-01-11T22:00:00+01:00;100990
7037;2020-01-12T22:00:00+01:00;100640
7037;2020-01-13T22:00:00+01:00;98910
7037;2020-01-14T22:00:00+01:00;99040
7037;2020-01-15T22:00:00+01:00;100380
7072;2020-01-01T01:00:00+01:00;102090
7072;2020-01-02T01:00:00+01:00;101840
7072;2020-01-03T01:00:00+01:00;101240
7072;2020-01-04T01:00:00+01:00;102000
7072;2020-01-05T01:00:00+01:00;102510
7072;2020-01-06T01:00:00+01:00;102110
