ID OMM station;Coordonnees;Altitude
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7591;44.565666,6.502333;871
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7471;45.074501,3.764000;833
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7558;44.118500,3.019500;712
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7627;43.005333,1.106833;414
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7434;45.861168,1.175000;402
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7621;43.188000,0.000000;360
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7181;48.581001,5.959833;336
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
7460;45.786835,3.149333;331
