ID OMM station;Pression station
7168;101060
7168;101220
7168;101720
7168;101440
7168;101670
7168;101460
7168;101250
7168;101150
7168;100580
7168;101320
7168;101630
7168;99950
7168;100630
7168;101070
7168;101720
7168;101740
7168;102010
7168;101370
7168;101760
7168;102250
7168;100110
7168;100010
7168;99840
7168;100910
7168;99830
7168;101480
7168;100070
7168;101820
7168;101390
7168;102270
7168;101040
7168;101710
7168;101340
7168;101810
7168;101730
7168;101270
7168;101330
7168;102000
7168;100160
7168;101110
7168;101560
7168;102180
7168;101570
7168;102290
7168;102040
7168;101420
7168;101000
7168;100720
7168;99950
7168;100310
7168;100910
7168;100320
7168;101890
7168;101370
7168;100120
7168;100810
7168;100170
7168;102130
7168;102080
7168;101580
7168;101430
7168;101550
7168;102230
7168;101150
7168;101880
7168;101350
7168;100320
7168;101480
7168;101810
7168;101800
